bus_id,line_id,starting_city,departure_node,departure_timestep,arrival_city,arrival_node,arrival_timestep,day_type,E_total_start,E_total_end,E_total,travel_time
50202,502,Cantine_di_Sotto,2,1220,Chiasso_Stazione,1,1258,lu_vac,123.392,123.392,3.500517857142857,38
50402,502,Cantine_di_Sotto,2,1250,Chiasso_Stazione,1,1288,lu_vac,124.346,124.346,3.500517857142856,38
50403,502,Cantine_di_Sotto,2,1280,Chiasso_Stazione,1,1318,lu_vac,124.563,124.563,3.5005178571428566,38
50202,502,Cantine_di_Sotto,2,1310,Chiasso_Stazione,1,1348,lu_vac,123.392,123.392,3.500517857142857,38
50402,502,Cantine_di_Sotto,2,1340,Chiasso_Stazione,1,1378,lu_vac,124.346,124.346,3.5005178571428566,38
50403,502,Cantine_di_Sotto,2,1370,Chiasso_Stazione,1,1408,lu_vac,124.563,124.563,3.500517857142856,38
50202,502,Cantine_di_Sotto,2,1400,Chiasso_Stazione,1,1438,lu_vac,123.392,123.392,3.5005178571428566,38
50402,502,Cantine_di_Sotto,2,1430,Chiasso_Stazione,1,1468,lu_vac,,,3.500517857142856,38
50402,504,Chiasso_Stazione,1,307,Cantine_di_Sotto,2,333,lu_vac,0.657,17.037,16.38,26
50403,504,Chiasso_Stazione,1,345,Cantine_di_Sotto,2,371,lu_vac,1.11,17.489,16.379,26
50202,504,Chiasso_Stazione,1,375,Cantine_di_Sotto,2,401,lu_vac,-0.0,16.38,16.38,26
50203,504,Chiasso_Stazione,1,405,Cantine_di_Sotto,2,431,lu_vac,-0.0,16.38,16.38,26
50201,504,Chiasso_Stazione,1,435,Cantine_di_Sotto,2,461,lu_vac,-0.0,16.38,16.38,26
50401,504,Chiasso_Stazione,1,465,Cantine_di_Sotto,2,491,lu_vac,22.677,39.057,16.380000000000003,26
50402,504,Chiasso_Stazione,1,495,Cantine_di_Sotto,2,521,lu_vac,26.359,42.739,16.379999999999995,26
50403,504,Chiasso_Stazione,1,525,Cantine_di_Sotto,2,551,lu_vac,26.603,42.982,16.378999999999998,26
50202,504,Chiasso_Stazione,1,555,Cantine_di_Sotto,2,581,lu_vac,25.51,41.89,16.38,26
50203,504,Chiasso_Stazione,1,585,Cantine_di_Sotto,2,611,lu_vac,25.52,41.899,16.379,26
50201,504,Chiasso_Stazione,1,615,Cantine_di_Sotto,2,641,lu_vac,25.521,41.899,16.378,26
50401,504,Chiasso_Stazione,1,645,Cantine_di_Sotto,2,671,lu_vac,48.173,64.551,16.378,26
50402,504,Chiasso_Stazione,1,675,Cantine_di_Sotto,2,701,lu_vac,51.814,68.192,16.377999999999993,26
50403,504,Chiasso_Stazione,1,705,Cantine_di_Sotto,2,731,lu_vac,52.011,68.388,16.377000000000002,26
50202,504,Chiasso_Stazione,1,735,Cantine_di_Sotto,2,761,lu_vac,50.861,67.239,16.378000000000007,26
50203,504,Chiasso_Stazione,1,765,Cantine_di_Sotto,2,791,lu_vac,50.842,67.219,16.376999999999995,26
50201,504,Chiasso_Stazione,1,795,Cantine_di_Sotto,2,821,lu_vac,50.828,67.205,16.376999999999995,26
50401,504,Chiasso_Stazione,1,825,Cantine_di_Sotto,2,851,lu_vac,73.467,89.844,16.376999999999995,26
50402,504,Chiasso_Stazione,1,855,Cantine_di_Sotto,2,881,lu_vac,77.096,93.472,16.37599999999999,26
50403,504,Chiasso_Stazione,1,885,Cantine_di_Sotto,2,911,lu_vac,77.292,93.668,16.376000000000005,26
50202,504,Chiasso_Stazione,1,915,Cantine_di_Sotto,2,941,lu_vac,76.083,92.459,16.376000000000005,26
50203,504,Chiasso_Stazione,1,945,Cantine_di_Sotto,2,971,lu_vac,76.044,92.421,16.37700000000001,26
50201,504,Chiasso_Stazione,1,975,Cantine_di_Sotto,2,1001,lu_vac,76.018,92.395,16.376999999999995,26
50401,504,Chiasso_Stazione,1,1005,Cantine_di_Sotto,2,1031,lu_vac,98.648,115.025,16.37700000000001,26
50402,504,Chiasso_Stazione,1,1035,Cantine_di_Sotto,2,1061,lu_vac,102.275,118.652,16.376999999999995,26
50403,504,Chiasso_Stazione,1,1065,Cantine_di_Sotto,2,1091,lu_vac,102.49,118.868,16.378,26
50202,504,Chiasso_Stazione,1,1095,Cantine_di_Sotto,2,1121,lu_vac,101.318,117.696,16.378,26
50203,504,Chiasso_Stazione,1,1125,Cantine_di_Sotto,2,1151,lu_vac,101.294,117.672,16.378,26
50201,504,Chiasso_Stazione,1,1155,Cantine_di_Sotto,2,1181,lu_vac,101.28,117.658,16.378,26
50401,504,Chiasso_Stazione,1,1185,Cantine_di_Sotto,2,1211,lu_vac,123.921,140.299,16.378,26
50401,504,Cantine_di_Sotto,2,318,Chiasso_Stazione,1,346,lu_vac,13.817,19.303,5.486000000000001,28
50402,504,Cantine_di_Sotto,2,348,Chiasso_Stazione,1,376,lu_vac,17.483,22.969,5.486000000000001,28
50403,504,Cantine_di_Sotto,2,378,Chiasso_Stazione,1,406,lu_vac,17.711,23.197,5.486000000000001,28
50202,504,Cantine_di_Sotto,2,408,Chiasso_Stazione,1,436,lu_vac,16.602,22.088,5.486000000000001,28
50203,504,Cantine_di_Sotto,2,438,Chiasso_Stazione,1,466,lu_vac,16.603,22.089,5.485999999999997,28
50201,504,Cantine_di_Sotto,2,468,Chiasso_Stazione,1,496,lu_vac,16.604,22.09,5.486000000000001,28
50401,504,Cantine_di_Sotto,2,498,Chiasso_Stazione,1,526,lu_vac,39.281,44.767,5.486000000000004,28
50402,504,Cantine_di_Sotto,2,528,Chiasso_Stazione,1,556,lu_vac,42.962,48.447,5.484999999999999,28
50403,504,Cantine_di_Sotto,2,558,Chiasso_Stazione,1,586,lu_vac,43.203,48.688,5.484999999999999,28
50202,504,Cantine_di_Sotto,2,588,Chiasso_Stazione,1,616,lu_vac,42.108,47.592,5.484000000000002,28
50203,504,Cantine_di_Sotto,2,618,Chiasso_Stazione,1,646,lu_vac,42.114,47.598,5.484000000000002,28
50201,504,Cantine_di_Sotto,2,648,Chiasso_Stazione,1,676,lu_vac,42.112,47.596,5.483999999999995,28
50401,504,Cantine_di_Sotto,2,678,Chiasso_Stazione,1,706,lu_vac,64.763,70.247,5.483999999999995,28
50402,504,Cantine_di_Sotto,2,708,Chiasso_Stazione,1,736,lu_vac,68.403,73.887,5.483999999999995,28
50403,504,Cantine_di_Sotto,2,738,Chiasso_Stazione,1,766,lu_vac,68.599,74.083,5.483999999999995,28
50202,504,Cantine_di_Sotto,2,768,Chiasso_Stazione,1,796,lu_vac,67.45,72.934,5.483999999999995,28
50203,504,Cantine_di_Sotto,2,798,Chiasso_Stazione,1,826,lu_vac,67.427,72.91,5.48299999999999,28
50201,504,Cantine_di_Sotto,2,828,Chiasso_Stazione,1,856,lu_vac,67.411,72.894,5.483000000000004,28
50401,504,Cantine_di_Sotto,2,858,Chiasso_Stazione,1,886,lu_vac,90.05,95.533,5.483000000000004,28
50402,504,Cantine_di_Sotto,2,888,Chiasso_Stazione,1,916,lu_vac,93.678,99.161,5.483000000000004,28
50403,504,Cantine_di_Sotto,2,918,Chiasso_Stazione,1,946,lu_vac,93.874,99.357,5.483000000000004,28
50202,504,Cantine_di_Sotto,2,948,Chiasso_Stazione,1,976,lu_vac,92.665,98.149,5.483999999999995,28
50203,504,Cantine_di_Sotto,2,978,Chiasso_Stazione,1,1006,lu_vac,92.629,98.113,5.483999999999995,28
50201,504,Cantine_di_Sotto,2,1008,Chiasso_Stazione,1,1036,lu_vac,92.605,98.089,5.483999999999995,28
50401,504,Cantine_di_Sotto,2,1038,Chiasso_Stazione,1,1066,lu_vac,115.235,120.718,5.483000000000004,28
50402,504,Cantine_di_Sotto,2,1068,Chiasso_Stazione,1,1096,lu_vac,118.863,124.346,5.483000000000004,28
50403,504,Cantine_di_Sotto,2,1098,Chiasso_Stazione,1,1126,lu_vac,119.079,124.563,5.484000000000009,28
50202,504,Cantine_di_Sotto,2,1128,Chiasso_Stazione,1,1156,lu_vac,117.908,123.392,5.483999999999995,28
50203,504,Cantine_di_Sotto,2,1158,Chiasso_Stazione,1,1186,lu_vac,117.884,123.368,5.483999999999995,28
50201,504,Cantine_di_Sotto,2,1188,Chiasso_Stazione,1,1216,lu_vac,117.871,123.356,5.484999999999999,28
50401,504,Cantine_di_Sotto,2,1218,Chiasso_Stazione,1,1246,lu_vac,140.513,145.998,5.484999999999985,28
