bus_id,line_id,starting_city,departure_timestep,arrival_city,arrival_timestep,day_type,E_total_start,E_total_end,E_total,travel_time
30304,303,Brione,1170,Delta_Maggia,1199,schoolday,335.71,341.801,6.091,29
30402,304,Lido,1170,Brione,1199,schoolday,341.622,361.763,20.141,29
30301,304,Brione,1170,Lido,1198,schoolday,386.509,388.678,2.169,28
30303,303,Delta_Maggia,1173,Brione,1199,schoolday,347.519,367.609,20.09,26
30402,303,Brione,1200,Delta_Maggia,1229,schoolday,361.789,367.883,6.094,29
30301,304,Lido,1200,Brione,1229,schoolday,388.751,408.893,20.142,29
30303,304,Brione,1200,Lido,1228,schoolday,367.624,369.795,2.171,28
30304,303,Delta_Maggia,1203,Brione,1229,schoolday,341.911,362.001,20.09,26
30301,303,Brione,1230,Delta_Maggia,1259,schoolday,408.92,415.013,6.093,29
30303,304,Lido,1230,Brione,1259,schoolday,369.868,390.012,20.144,29
30304,304,Brione,1230,Lido,1258,schoolday,362.017,364.195,2.178,28
30303,304,Brione,1259,Lido,1290,schoolday,390.012,392.283,2.271,31
30301,303,Delta_Maggia,1263,Brione,1289,schoolday,415.124,435.216,20.092,26
30303,304,Lido,1290,Brione,1319,schoolday,392.283,412.43,20.147,29
30301,304,Brione,1290,Delta_Maggia,1319,schoolday,435.231,439.425,4.194,29
30303,304,Brione,1319,Lido,1350,schoolday,412.43,414.701,2.271,31
30301,303,Delta_Maggia,1323,Brione,1349,schoolday,439.538,459.63,20.092,26
30303,304,Lido,1350,Brione,1379,schoolday,414.701,434.853,20.152,29
30301,304,Brione,1350,Delta_Maggia,1379,schoolday,459.646,463.844,4.198,29
30303,304,Brione,1379,Lido,1410,schoolday,434.853,437.124,2.271,31
30301,303,Delta_Maggia,1383,Brione,1409,schoolday,463.958,484.052,20.094,26
30303,304,Lido,1410,Brione,1439,schoolday,437.124,457.279,20.155,29
30301,304,Brione,1410,Delta_Maggia,1439,schoolday,484.068,488.27,4.202,29
30303,304,Brione,1439,Lido,1470,schoolday,,,2.172628571,31
